URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://orainc.com/fhir/odmap/CodeSystem/odmap-codes,0.1.0,active,,CodeSystemODMAPCodes,CodeSystem - ODMAP Codes,"This code system contains codes for ODMAP.",
